Site,year,NDVI,NDWI,cloud_cover,longitude,latitude,bloom,month,day_of_year,day_of_month,is_spring,is_summer,is_fall,is_winter
Yolo sunflowers,2024,0.1275823841977336,-0.1373260285390589,12.95,-121.82534666882003,38.557265407496566,0,1,1,1,0,0,0,1
Bear Valley Wildflower,2024,0.1759456585227229,-0.1751115989956684,12.95,-122.42961255408602,39.122353957117646,0,1,1,1,0,0,0,1
Jepson Prairie Preserve,2024,0.1765378243448127,-0.1715760317186412,12.95,-121.82979211875876,38.26395459392311,0,1,1,1,0,0,0,1
North Table Mountain Ecological Reserve,2024,0.2174344976280405,-0.212240711207904,12.95,-121.55597836570155,39.5934372299187,0,1,1,1,0,0,0,1
Yolo sunflowers,2024,0.1486361223423923,-0.152906342190592,48.93,-121.82534666882003,38.557265407496566,0,1,17,17,0,0,0,1
Bear Valley Wildflower,2024,0.1905907635305079,-0.1917213059094993,48.93,-122.42961255408602,39.122353957117646,0,1,17,17,0,0,0,1
Jepson Prairie Preserve,2024,0.2199805942533208,-0.2059526336992446,48.93,-121.82979211875876,38.26395459392311,0,1,17,17,0,0,0,1
Yolo sunflowers,2024,0.1981647478403697,-0.1943588496089479,60.38,-121.82534666882003,38.557265407496566,0,2,33,2,0,0,0,1
Bear Valley Wildflower,2024,0.1994465431323822,-0.1918232211544701,60.38,-122.42961255408602,39.122353957117646,0,2,33,2,0,0,0,1
Jepson Prairie Preserve,2024,0.2892680404854371,-0.2576375163333114,60.38,-121.82979211875876,38.26395459392311,0,2,33,2,0,0,0,1
Yolo sunflowers,2024,0.2030914118639471,-0.1986893058877628,54.85,-121.82534666882003,38.557265407496566,0,2,49,18,0,0,0,1
Bear Valley Wildflower,2024,0.2617301899520513,-0.2493813141351968,54.85,-122.42961255408602,39.122353957117646,0,2,49,18,0,0,0,1
Jepson Prairie Preserve,2024,0.3034758970759684,-0.2755415629087507,54.85,-121.82979211875876,38.26395459392311,0,2,49,18,0,0,0,1
Jepson Prairie Preserve,2024,0.1762129752082876,-0.1706039062743194,11.38,-121.82979211875876,38.26395459392311,0,1,1,1,0,0,0,1
Jepson Prairie Preserve,2024,0.2210827354519458,-0.2073875770635164,50.38,-121.82979211875876,38.26395459392311,0,1,17,17,0,0,0,1
Jepson Prairie Preserve,2024,0.2783419159079364,-0.2499154157847769,43.83,-121.82979211875876,38.26395459392311,0,2,33,2,0,0,0,1
Jepson Prairie Preserve,2024,0.2952046945210244,-0.2706590066003173,33.62,-121.82979211875876,38.26395459392311,0,2,49,18,0,0,0,1
Bear Valley Wildflower,2024,0.2053942214731355,-0.1986454414627927,14.84,-122.42961255408602,39.122353957117646,0,2,40,9,0,0,0,1
Bear Valley Wildflower,2024,0.1815392667877327,-0.1758077855838646,45.21,-122.42961255408602,39.122353957117646,0,2,56,25,0,0,0,1
San Carlos Reservation,2025,0.0949713664371426,-0.1381849198819492,1.07,-110.30621859902435,33.276734080468145,0,1,12,12,0,0,0,1
San Carlos Reservation,2025,0.0910467118159639,-0.1366148604970035,8.11,-110.30621859902435,33.276734080468145,0,1,28,28,0,0,0,1
San Carlos Reservation,2025,0.0929221051502005,-0.1383252689843397,0.45,-110.30621859902435,33.276734080468145,0,2,44,13,0,0,0,1
Picacho Peak State Park,2025,0.0768039223187329,-0.1368291590715623,43.64,-111.41815624542738,32.631914235689194,0,1,3,3,0,0,0,1
San Carlos Reservation,2025,0.0917677434624423,-0.1378077223958207,43.64,-110.30621859902435,33.276734080468145,0,1,3,3,0,0,0,1
Suguaro Lake,2025,0.0815845131592406,-0.1305223852026726,43.64,-111.54542234104356,33.598266304516876,0,1,3,3,0,0,0,1
Picacho Peak State Park,2025,0.0754336807283714,-0.1306444847048377,0.01,-111.41815624542738,32.631914235689194,0,1,19,19,0,0,0,1
San Carlos Reservation,2025,0.0911990282709111,-0.137133729913986,0.01,-110.30621859902435,33.276734080468145,0,1,19,19,0,0,0,1
South Mountain Park and Preserve,2025,0.1723390504817325,-0.2041065560870796,0.01,-112.07403564386821,33.335509687319345,0,1,19,19,0,0,0,1
Suguaro Lake,2025,0.0853319318720088,-0.1329859825146244,0.01,-111.54542234104356,33.598266304516876,0,1,19,19,0,0,0,1
Picacho Peak State Park,2025,0.0776843707535372,-0.1396929141002362,30.66,-111.41815624542738,32.631914235689194,0,2,35,4,0,0,0,1
San Carlos Reservation,2025,0.0945980628541175,-0.1382835049976423,30.66,-110.30621859902435,33.276734080468145,0,2,35,4,0,0,0,1
South Mountain Park and Preserve,2025,0.0689779944186845,-0.1133192766319488,30.66,-112.07403564386821,33.335509687319345,0,2,35,4,0,0,0,1
Suguaro Lake,2025,0.0820580737851714,-0.1300243618964691,30.66,-111.54542234104356,33.598266304516876,0,2,35,4,0,0,0,1
Picacho Peak State Park,2025,0.0739541544018917,-0.1331082592567565,3.47,-111.41815624542738,32.631914235689194,0,2,51,20,0,0,0,1
San Carlos Reservation,2025,0.0867123795204903,-0.1352956167794195,3.47,-110.30621859902435,33.276734080468145,0,2,51,20,0,0,0,1
South Mountain Park and Preserve,2025,0.076927820721919,-0.1207169972611791,3.47,-112.07403564386821,33.335509687319345,0,2,51,20,0,0,0,1
Suguaro Lake,2025,0.0830034123415568,-0.1335105434369993,3.47,-111.54542234104356,33.598266304516876,0,2,51,20,0,0,0,1
Picacho Peak State Park,2025,0.0760744650915082,-0.1358767369357937,30.97,-111.41815624542738,32.631914235689194,0,1,3,3,0,0,0,1
Picacho Peak State Park,2025,0.075514501855936,-0.1295715232603898,0.08,-111.41815624542738,32.631914235689194,0,1,19,19,0,0,0,1
Picacho Peak State Park,2025,0.0791141419071657,-0.1419892489942019,20.15,-111.41815624542738,32.631914235689194,0,2,35,4,0,0,0,1
Picacho Peak State Park,2025,0.0736238082688919,-0.1316986986589629,5.74,-111.41815624542738,32.631914235689194,0,2,51,20,0,0,0,1
Black Canyon City,2025,0.0823604301469328,-0.1250262383549298,1.97,-112.1229142911712,34.12896611231567,0,1,10,10,0,0,0,1
Suguaro Lake,2025,0.0816829560931998,-0.1328856813466908,1.97,-111.54542234104356,33.598266304516876,0,1,10,10,0,0,0,1
Black Canyon City,2025,0.0798950547723328,-0.1233215974801037,1.66,-112.1229142911712,34.12896611231567,0,1,26,26,0,0,0,1
Suguaro Lake,2025,0.0801317792166114,-0.1317139518279309,1.66,-111.54542234104356,33.598266304516876,0,1,26,26,0,0,0,1
Black Canyon City,2025,0.0760282265668391,-0.1165395194648075,41.76,-112.1229142911712,34.12896611231567,0,2,42,11,0,0,0,1
Suguaro Lake,2025,0.0795381132537807,-0.1312776773310277,41.76,-111.54542234104356,33.598266304516876,0,2,42,11,0,0,0,1
Black Canyon City,2025,0.0780349717020889,-0.1235914896591626,0.06,-112.1229142911712,34.12896611231567,0,2,58,27,0,0,0,1
Suguaro Lake,2025,0.0761325469025361,-0.1297266506198544,0.06,-111.54542234104356,33.598266304516876,0,2,58,27,0,0,0,1
Black Canyon City,2025,0.0801529211283263,-0.1198672139497518,0.04,-112.1229142911712,34.12896611231567,0,1,10,10,0,0,0,1
Estrella Mountain Regional Park,2025,0.0622461650912977,-0.1070351586327156,0.04,-112.36386460405505,33.32784079444161,0,1,10,10,0,0,0,1
South Mountain Park and Preserve,2025,0.0604353827979365,-0.0976383559019715,0.04,-112.07403564386821,33.335509687319345,0,1,10,10,0,0,0,1
Suguaro Lake,2025,0.0840530090749322,-0.1325658739649593,0.04,-111.54542234104356,33.598266304516876,0,1,10,10,0,0,0,1
Black Canyon City,2025,0.0773055566097502,-0.117601309560916,0.07,-112.1229142911712,34.12896611231567,0,1,26,26,0,0,0,1
Estrella Mountain Regional Park,2025,0.0611303401762016,-0.1063651756970869,0.07,-112.36386460405505,33.32784079444161,0,1,26,26,0,0,0,1
South Mountain Park and Preserve,2025,0.0592523340669846,-0.097136825342236,0.07,-112.07403564386821,33.335509687319345,0,1,26,26,0,0,0,1
Suguaro Lake,2025,0.0818709365709231,-0.1304941256042864,0.07,-111.54542234104356,33.598266304516876,0,1,26,26,0,0,0,1
Black Canyon City,2025,0.0696834076684311,-0.1132303697321401,21.15,-112.1229142911712,34.12896611231567,0,2,42,11,0,0,0,1
Estrella Mountain Regional Park,2025,0.0593129878609645,-0.1009520794471279,21.15,-112.36386460405505,33.32784079444161,0,2,42,11,0,0,0,1
South Mountain Park and Preserve,2025,0.0578167332470337,-0.0953906895808017,21.15,-112.07403564386821,33.335509687319345,0,2,42,11,0,0,0,1
Suguaro Lake,2025,0.0824114532690967,-0.1320685415161519,21.15,-111.54542234104356,33.598266304516876,0,2,42,11,0,0,0,1
Black Canyon City,2025,0.0776442621599319,-0.1215442153547797,0.32,-112.1229142911712,34.12896611231567,0,2,58,27,0,0,0,1
Estrella Mountain Regional Park,2025,0.0632115503172808,-0.1117997048645129,0.32,-112.36386460405505,33.32784079444161,0,2,58,27,0,0,0,1
South Mountain Park and Preserve,2025,0.0617039444600507,-0.1037719268763676,0.32,-112.07403564386821,33.335509687319345,0,2,58,27,0,0,0,1
Suguaro Lake,2025,0.0801188493787675,-0.1313553879885854,0.32,-111.54542234104356,33.598266304516876,0,2,58,27,0,0,0,1
Gold Butte National Monument,2025,0.0658902610107425,-0.118394996886338,17.93,-114.19532579229212,36.27557715942212,0,1,1,1,0,0,0,1
Gold Butte National Monument,2025,0.0649848029678913,-0.118213650045471,0.09,-114.19532579229212,36.27557715942212,0,1,17,17,0,0,0,1
Gold Butte National Monument,2025,0.0664397016756253,-0.1206812823713601,0.77,-114.19532579229212,36.27557715942212,0,2,33,2,0,0,0,1
Gold Butte National Monument,2025,0.0654269849787088,-0.1200149222197819,0.27,-114.19532579229212,36.27557715942212,0,2,49,18,0,0,0,1
Golden Valley,2025,0.0656708804485848,-0.1203936370430184,0.4,-114.28358990627721,35.02097918802749,0,1,1,1,0,0,0,1
Golden Valley,2025,0.0656752903260506,-0.122015726770939,0.18,-114.28358990627721,35.02097918802749,0,1,17,17,0,0,0,1
Golden Valley,2025,0.067295451478132,-0.1238175615062954,0.09,-114.28358990627721,35.02097918802749,0,2,33,2,0,0,0,1
Golden Valley,2025,0.0653426759861888,-0.1223530040070382,0.01,-114.28358990627721,35.02097918802749,0,2,49,18,0,0,0,1
Gold Butte National Monument,2025,0.0624806025544552,-0.1165459022967082,49.74,-114.19532579229212,36.27557715942212,0,1,8,8,0,0,0,1
Golden Valley,2025,0.0712107942532299,-0.1312541584877557,49.74,-114.28358990627721,35.02097918802749,0,1,8,8,0,0,0,1
Gold Butte National Monument,2025,0.0624224829249903,-0.117635347215232,0.15,-114.19532579229212,36.27557715942212,0,1,24,24,0,0,0,1
Golden Valley,2025,0.0679209953737092,-0.128909362637707,0.15,-114.28358990627721,35.02097918802749,0,1,24,24,0,0,0,1
Gold Butte National Monument,2025,0.0624989541026776,-0.1189963216002791,32.35,-114.19532579229212,36.27557715942212,0,2,40,9,0,0,0,1
Golden Valley,2025,0.0646354533782065,-0.1210591661377223,32.35,-114.28358990627721,35.02097918802749,0,2,40,9,0,0,0,1
Gold Butte National Monument,2025,0.0639699922777108,-0.1201165977077014,0.36,-114.19532579229212,36.27557715942212,0,2,56,25,0,0,0,1
Golden Valley,2025,0.069734094783803,-0.1297662807809796,0.36,-114.28358990627721,35.02097918802749,0,2,56,25,0,0,0,1
Golden Valley,2025,0.0659598871751726,-0.121757658774508,13.62,-114.28358990627721,35.02097918802749,0,1,8,8,0,0,0,1
Golden Valley,2025,0.0636806992839417,-0.1205705816883591,0.79,-114.28358990627721,35.02097918802749,0,1,24,24,0,0,0,1
Golden Valley,2025,0.0612522707141299,-0.1143816227833949,35.68,-114.28358990627721,35.02097918802749,0,2,40,9,0,0,0,1
Golden Valley,2025,0.0655331635363099,-0.1222208392866976,0.11,-114.28358990627721,35.02097918802749,0,2,56,25,0,0,0,1
Anza-Borrego Desert State Park,2025,0.054757348053588,-0.1023607124794717,14.27,-116.17218600715876,32.9601360505044,0,1,8,8,0,0,0,1
Anza-Borrego Desert State Park,2025,0.0523107942815301,-0.1034650046163787,3.62,-116.17218600715876,32.9601360505044,0,1,24,24,0,0,0,1
Anza-Borrego Desert State Park,2025,0.0697305121635076,-0.1199590866739281,60.91,-116.17218600715876,32.9601360505044,0,2,40,9,0,0,0,1
Anza-Borrego Desert State Park,2025,0.0561762613717308,-0.1077289398050033,0.07,-116.17218600715876,32.9601360505044,0,2,56,25,0,0,0,1
Chino Hills,2025,0.1259827670510788,-0.153068503086104,0.4,-117.77741722644762,33.95166982313173,0,1,15,15,0,0,0,1
Chino Hills,2025,0.1243662371369858,-0.1453219014400228,71.53,-117.77741722644762,33.95166982313173,0,1,31,31,0,0,0,1
Chino Hills,2025,0.1532933111064496,-0.1363043555588588,58.66,-117.77741722644762,33.95166982313173,0,2,47,16,0,0,0,1
Carlsbad Ranch,2025,0.1317591557778444,-0.1685257928024092,0.03,-117.31926787076675,33.128594291425586,0,1,15,15,0,0,0,1
Anza-Borrego Desert State Park,2025,0.0696268981625828,-0.1161034722574081,0.03,-116.17218600715876,32.9601360505044,0,1,15,15,0,0,0,1
Chino Hills,2025,0.1246726166730919,-0.1535967921924006,0.03,-117.77741722644762,33.95166982313173,0,1,15,15,0,0,0,1
Carlsbad Ranch,2025,0.1357789486103507,-0.15859597123291,26.9,-117.31926787076675,33.128594291425586,0,1,31,31,0,0,0,1
Anza-Borrego Desert State Park,2025,0.0662306871701908,-0.1124495875534519,26.9,-116.17218600715876,32.9601360505044,0,1,31,31,0,0,0,1
Chino Hills,2025,0.1229919686272123,-0.1449537695667757,26.9,-117.77741722644762,33.95166982313173,0,1,31,31,0,0,0,1
Carlsbad Ranch,2025,0.297486944112763,-0.2838657659397119,55.23,-117.31926787076675,33.128594291425586,0,2,47,16,0,0,0,1
Anza-Borrego Desert State Park,2025,0.0646775193296615,-0.1119666244205695,55.23,-116.17218600715876,32.9601360505044,0,2,47,16,0,0,0,1
Antelope Valley California Poppy Reserve,2025,0.1185569837845192,-0.1846660016309589,0.32,-118.38375469959021,34.71508861411871,0,1,6,6,0,0,0,1
Channel Islands National Park,2025,0.0034359272107549,0.0218553001815135,0.32,-119.97285014044256,33.998418819119095,0,1,6,6,0,0,0,1
Chino Hills,2025,0.1213958855220854,-0.1469531830460615,0.32,-117.77741722644762,33.95166982313173,0,1,6,6,0,0,0,1
Antelope Valley California Poppy Reserve,2025,0.1045521297622364,-0.1636388159583779,31.12,-118.38375469959021,34.71508861411871,0,1,22,22,0,0,0,1
Antelope Valley California Poppy Reserve,2025,0.1300060149151312,-0.1807717446967592,44.3,-118.38375469959021,34.71508861411871,0,2,38,7,0,0,0,1
Channel Islands National Park,2025,0.0497555903424756,-0.0383539952429586,44.3,-119.97285014044256,33.998418819119095,0,2,38,7,0,0,0,1
Chino Hills,2025,0.2141353648550248,-0.1538875235405328,44.3,-117.77741722644762,33.95166982313173,0,2,38,7,0,0,0,1
Antelope Valley California Poppy Reserve,2025,0.1683045415926722,-0.2031437332778047,0.3,-118.38375469959021,34.71508861411871,0,2,54,23,0,0,0,1
Channel Islands National Park,2025,-0.0046360606969569,0.0292245464037154,0.3,-119.97285014044256,33.998418819119095,0,2,54,23,0,0,0,1
Chino Hills,2025,0.1497108994477429,-0.1611476998161189,0.3,-117.77741722644762,33.95166982313173,0,2,54,23,0,0,0,1
Channel Islands National Park,2025,0.0069388872494155,0.0128807920913819,0.06,-119.97285014044256,33.998418819119095,0,1,6,6,0,0,0,1
Chino Hills,2025,0.1480506913083033,-0.1830266384239134,0.06,-117.77741722644762,33.95166982313173,0,1,6,6,0,0,0,1
Channel Islands National Park,2025,0.0508517854989231,-0.0441839393565066,42.74,-119.97285014044256,33.998418819119095,0,2,38,7,0,0,0,1
Channel Islands National Park,2025,-0.0011291328626722,0.0205722221684187,0.07,-119.97285014044256,33.998418819119095,0,2,54,23,0,0,0,1
Chino Hills,2025,0.1593660966968201,-0.1780248430635218,0.07,-117.77741722644762,33.95166982313173,0,2,54,23,0,0,0,1
Carrizo Plain National Monument,2025,0.1226482240189292,-0.1524030072967534,1.21,-119.84188601188094,35.14694248226192,0,1,13,13,0,0,0,1
Carrizo Plain National Monument,2025,0.1192597579557973,-0.1525326341570144,9.21,-119.84188601188094,35.14694248226192,0,1,29,29,0,0,0,1
Carrizo Plain National Monument,2025,0.1267423493815647,-0.1464581232062065,69.85,-119.84188601188094,35.14694248226192,0,2,45,14,0,0,0,1
Lompoc Flower Fields,2025,0.1221080477151481,-0.141583766369279,0.03,-120.51575049640014,34.657902770671875,0,1,13,13,0,0,0,1
Carrizo Plain National Monument,2025,0.1168694721878152,-0.1487732801311223,0.03,-119.84188601188094,35.14694248226192,0,1,13,13,0,0,0,1
Channel Islands National Park,2025,0.0554332580881975,-0.0518790377496201,0.03,-119.97285014044256,33.998418819119095,0,1,13,13,0,0,0,1
Figueroa Mountain,2025,0.2132134042261675,-0.2205960965960995,0.03,-119.75271879837472,34.69766407453087,0,1,13,13,0,0,0,1
Laura and Jack Dangermond Reserve,2025,0.1519742741899372,-0.1582871168094856,0.03,-120.4499101041053,34.509933096785765,0,1,13,13,0,0,0,1
Montaña de Oro State Park,2025,0.2005188598236039,-0.1881421649793314,0.03,-120.81383400040781,35.20683027405567,0,1,13,13,0,0,0,1
Sedgwick Reserve,2025,0.1007095632699953,-0.1225543145592926,0.03,-120.02672551703671,34.71413309520678,0,1,13,13,0,0,0,1
Carrizo Plain National Monument,2025,0.1157691330743613,-0.1503703234304521,31.91,-119.84188601188094,35.14694248226192,0,1,29,29,0,0,0,1
Channel Islands National Park,2025,0.064175035893814,-0.0622683679872693,31.91,-119.97285014044256,33.998418819119095,0,1,29,29,0,0,0,1
Figueroa Mountain,2025,0.2185469185180527,-0.2257840673314727,31.91,-119.75271879837472,34.69766407453087,0,1,29,29,0,0,0,1
Laura and Jack Dangermond Reserve,2025,0.1567258113706118,-0.167541728771268,31.91,-120.4499101041053,34.509933096785765,0,1,29,29,0,0,0,1
Sedgwick Reserve,2025,0.1035345028219085,-0.1267100950766464,31.91,-120.02672551703671,34.71413309520678,0,1,29,29,0,0,0,1
Lompoc Flower Fields,2025,0.1176047537168609,-0.128447437791094,45.21,-120.51575049640014,34.657902770671875,0,2,45,14,0,0,0,1
Carrizo Plain National Monument,2025,0.1148853983089766,-0.1397369521187676,45.21,-119.84188601188094,35.14694248226192,0,2,45,14,0,0,0,1
Channel Islands National Park,2025,0.0729588959567866,-0.0683390127552785,45.21,-119.97285014044256,33.998418819119095,0,2,45,14,0,0,0,1
Figueroa Mountain,2025,0.2541826994875502,-0.2535013176429585,45.21,-119.75271879837472,34.69766407453087,0,2,45,14,0,0,0,1
Laura and Jack Dangermond Reserve,2025,0.177782493607135,-0.1773944333096236,45.21,-120.4499101041053,34.509933096785765,0,2,45,14,0,0,0,1
Channel Islands National Park,2025,0.0528985105784328,-0.0499889913580405,0.8,-119.97285014044256,33.998418819119095,0,1,13,13,0,0,0,1
Channel Islands National Park,2025,0.0587979405286514,-0.0567293706406259,72.33,-119.97285014044256,33.998418819119095,0,1,29,29,0,0,0,1
Channel Islands National Park,2025,0.0483836587475123,-0.0385911245342165,18.13,-119.97285014044256,33.998418819119095,0,2,45,14,0,0,0,1
Red Hills Recreational Managment Area,2025,0.1820711005540817,-0.1859666144968361,42.92,-120.47149701124106,37.847251852339554,0,1,4,4,0,0,0,1
Red Hills Recreational Managment Area,2025,0.1848450622899257,-0.189830374779,17.46,-120.47149701124106,37.847251852339554,0,1,20,20,0,0,0,1
Red Hills Recreational Managment Area,2025,0.201551014446135,-0.1993088094160716,5.93,-120.47149701124106,37.847251852339554,0,2,36,5,0,0,0,1
Red Hills Recreational Managment Area,2025,0.2226029456722894,-0.2188642381288552,14.67,-120.47149701124106,37.847251852339554,0,2,52,21,0,0,0,1
Carrizo Plain National Monument,2025,0.1502910563169805,-0.1668778220361781,46.55,-119.84188601188094,35.14694248226192,0,1,4,4,0,0,0,1
Montaña de Oro State Park,2025,0.1993364404562313,-0.1911623751243019,46.55,-120.81383400040781,35.20683027405567,0,1,4,4,0,0,0,1
Carrizo Plain National Monument,2025,0.1448487342748135,-0.1658521305755318,4.17,-119.84188601188094,35.14694248226192,0,1,20,20,0,0,0,1
Montaña de Oro State Park,2025,0.2075484199327015,-0.2009384222096955,4.17,-120.81383400040781,35.20683027405567,0,1,20,20,0,0,0,1
Montaña de Oro State Park,2025,0.1844883568951805,-0.1758966818897054,27.66,-120.81383400040781,35.20683027405567,0,2,36,5,0,0,0,1
Carrizo Plain National Monument,2025,0.112744648817406,-0.1280412389843634,35.76,-119.84188601188094,35.14694248226192,0,2,52,21,0,0,0,1
Lompoc Flower Fields,2025,0.1309548637366562,-0.1475685062630983,1.92,-120.51575049640014,34.657902770671875,0,1,4,4,0,0,0,1
Carrizo Plain National Monument,2025,0.1641564852619421,-0.1773447324805934,1.92,-119.84188601188094,35.14694248226192,0,1,4,4,0,0,0,1
